2263,D,Dd;E,Lazzari,Lazio,8,5,3,8,5,3,26,26
2285,D,Dc,Bani,Genoa,8,3,5,8,3,5,9,9
4409,D,Dc,Rrahmani,Napoli,8,14,-6,8,14,-6,37,37
4904,D,Dc,Mari',Monza,8,9,-1,8,9,-1,21,21
5812,D,Dd;E,Terracciano F.,Verona,8,3,5,8,3,5,15,15
5831,D,Dc,Gatti,Juventus,8,6,2,8,6,2,30,25
5848,D,Dd;E,Ebosele,Udinese,8,4,4,8,4,4,22,22
6202,D,Dc,Beukema,Bologna,8,6,2,8,6,2,22,22
697,D,E,Cuadrado,Inter,7,9,-2,6,8,-2,20,15
2006,D,Dd;E,Lirola,Frosinone,7,3,4,7,3,4,13,13
2180,D,Dd;E,Karsdorp,Roma,7,2,5,7,2,5,18,18
4245,D,Dc,Smalling,Roma,7,15,-8,7,15,-8,32,32
4385,D,E,Lazaro,Torino,7,4,3,7,4,3,13,13
4958,D,Ds;Dc,Caldirola,Monza,7,7,0,7,8,-1,10,12
5239,D,Dc,Llorente D.,Roma,7,6,1,7,6,1,25,25
5480,D,Dd;E,Ebuehi,Empoli,7,11,-4,7,11,-4,13,15
5481,D,Dd;Ds;E,Mazzocchi,Salernitana,7,12,-5,8,14,-6,25,30
5555,D,Ds;E,Kamara H.,Udinese,7,6,1,7,6,1,13,13
5603,D,Dc,Pongracic,Lecce,7,5,2,7,5,2,15,15
5678,D,E,Holm,Atalanta,7,10,-3,6,9,-3,7,7
5838,D,Dd;Ds;E,Birindelli,Monza,7,5,2,7,6,1,8,10
5867,D,Dd;E,Gendrey,Lecce,7,6,1,7,6,1,16,16
6230,D,Dc,Dossena,Cagliari,7,6,1,7,6,1,10,10
6235,D,Dd;Ds;E,Kayode,Fiorentina,7,1,6,7,2,5,18,18
6257,D,Ds;E,Dorgu,Lecce,7,1,6,7,1,6,10,10
294,D,Dc,Rugani,Juventus,6,3,3,6,3,3,20,20
791,D,Dd;Ds;E,Sabelli,Genoa,6,4,2,6,5,1,12,12
4317,D,Dc,N'dicka,Roma,6,9,-3,6,9,-3,25,25
4421,D,Ds;E,Augello,Cagliari,6,5,1,6,5,1,11,11
4461,D,Dd;E,Zappa,Cagliari,6,6,0,6,6,0,21,21
4502,D,Ds;E,Gallo,Lecce,6,5,1,6,5,1,14,14
4887,D,Dd;E,Bellanova,Torino,6,8,-2,6,8,-2,23,20
4925,D,Ds;Dc,Carboni A.,Monza,6,3,3,6,4,2,3,4
4982,D,Dc,Erlic,Sassuolo,6,5,1,6,5,1,12,12
5067,D,E,Bakker,Atalanta,6,12,-6,5,11,-6,7,7
5677,D,Dc,Perez N.,Udinese,6,9,-3,6,9,-3,14,14
5835,D,Dd;Dc,Baschirotto,Lecce,6,10,-4,7,11,-4,24,30
5840,D,Ds;E,Olivera,Napoli,6,7,-1,6,7,-1,20,20
5851,D,Ds;E,Doig,Verona,6,11,-5,6,11,-5,22,25
6042,D,Dc,Lucumi',Bologna,6,7,-1,6,7,-1,14,14
6055,D,Dc,Thiaw,Milan,6,10,-4,6,10,-4,24,25
6231,D,Ds;E,Azzi,Cagliari,6,5,1,6,5,1,9,9
6396,D,Dc,Natan,Napoli,6,9,-3,6,9,-3,32,32
142,D,Ds;E,Mario Rui,Napoli,5,10,-5,5,10,-5,20,20
253,D,Dd;Ds;Dc,D'ambrosio,Monza,5,7,-2,5,9,-4,14,14
393,D,Dc,Luperto,Empoli,5,8,-3,5,8,-3,16,16
464,D,Dd;Ds;E,Florenzi,Milan,5,3,2,5,4,1,5,7
581,D,Dd;E,Faraoni,Verona,5,9,-4,5,9,-4,23,23
695,D,Dc,Toloi,Atalanta,5,9,-4,5,9,-4,21,21
2164,D,Dc,Milenkovic,Fiorentina,5,10,-5,5,10,-5,23,23
2188,D,Dd;Ds;E,Marusic,Lazio,5,7,-2,5,8,-3,19,24
2653,D,Ds;E,Lykogiannis,Bologna,5,5,0,5,5,0,8,8
2769,D,Dc,Magnani,Verona,5,3,2,5,3,2,4,4
4433,D,Dd;Ds;E,Zortea,Atalanta,5,3,2,6,4,2,4,5
4493,D,Dc,Dawidowicz,Verona,5,4,1,5,4,1,5,5
4994,D,E,Vojvoda,Torino,5,6,-1,4,5,-1,16,12
5332,D,Ds;E,Bastoni S.,Empoli,5,8,-3,5,8,-3,12,12
5449,D,Ds;E,Parisi,Fiorentina,5,8,-3,5,8,-3,22,22
5498,D,Dc,Casale,Lazio,5,10,-5,5,10,-5,29,29
5509,D,Ds;E,Vina,Sassuolo,5,4,1,5,4,1,13,13
5532,D,Ds;E,Bradaric,Salernitana,5,7,-2,5,7,-2,14,14
5718,D,Dc,Viti,Sassuolo,5,6,-1,5,6,-1,7,7
5739,D,Dd;Dc,De Winter,Genoa,5,3,2,5,3,2,6,8
6046,D,Dc,Hien,Verona,5,8,-3,5,8,-3,19,19
6211,D,Ds;E,Zemura,Udinese,5,5,0,5,5,0,16,16
6238,D,Dd;Ds;Dc,Oyono,Frosinone,5,1,4,5,1,4,16,20
140,D,Dd;Ds;E,Hysaj,Lazio,4,7,-3,4,8,-4,17,22
226,D,Dc,Izzo,Monza,4,8,-4,4,8,-4,12,12
256,D,Ds;Dc,Juan Jesus,Napoli,4,5,-1,4,6,-2,10,12
2016,D,Dc,Fazio,Salernitana,4,2,2,4,2,2,2,2
2130,D,E,Hateboer,Atalanta,4,7,-3,4,6,-2,15,10
2593,D,Ds;E,Martin,Genoa,4,8,-4,4,8,-4,13,13
4263,D,Dc,Kabasele,Udinese,4,5,-1,4,5,-1,5,5
4374,D,Dc,Walukiewicz,Empoli,4,3,1,4,3,1,4,4
4897,D,Dc,Pirola,Salernitana,4,5,-1,4,5,-1,12,12
5010,D,Dc,Ismajli,Empoli,4,5,-1,4,5,-1,10,10
5695,D,Ds;E,Haps,Genoa,4,2,2,4,2,2,10,10
5804,D,Ds;E,Cacace,Empoli,4,3,1,4,3,1,12,12
6426,D,Dd;E,Pedersen,Sassuolo,4,7,-3,4,7,-3,10,10
6438,D,Dd;Dc,Hatzidiakos,Cagliari,4,5,-1,4,5,-1,7,7
327,D,Dd;Dc,Patric,Lazio,3,5,-2,4,6,-2,12,12
660,D,Dc,Gyomber,Salernitana,3,6,-3,3,6,-3,7,7
662,D,Ds;Dc,Alex Sandro,Juventus,3,6,-3,3,7,-4,12,16
1895,D,Dc,Ferrari G.,Sassuolo,3,4,-1,3,4,-1,10,10
2192,D,Dc,Bonifazi,Bologna,3,3,0,3,3,0,3,3
2728,D,Ds;E,Pellegrini Lu.,Lazio,3,4,-1,3,4,-1,8,8
4210,D,Dc,Mina,Fiorentina,3,8,-5,3,8,-5,9,9
4432,D,Dc,Okoli,Frosinone,3,2,1,3,2,1,10,10
4934,D,Dc,Lovato,Salernitana,3,4,-1,3,4,-1,6,6
4976,D,Dd;Dc,Kalulu,Milan,3,7,-4,4,8,-4,12,12
5316,D,Ds;Dc,Amione,Verona,3,3,0,3,4,-1,5,6
5691,D,Dc,Zima,Torino,3,3,0,3,3,0,4,4
5701,D,Dc,Obert,Cagliari,3,5,-2,3,5,-2,6,6
5885,D,Dd;E,Dodo',Fiorentina,3,8,-5,3,8,-5,10,10
6256,D,Dd;E,Ferreira J.,Udinese,3,1,2,3,1,2,8,8
6464,D,Dc,Wieteska,Cagliari,3,5,-2,3,5,-2,7,7
6474,D,Dc,Sazonov,Torino,3,3,0,3,3,0,4,4
418,D,Dc,Goldaniga,Cagliari,2,3,-1,2,3,-1,8,8
729,D,Dd;E,Pereira P.,Monza,2,1,1,2,1,1,1,1
770,D,Ds;E,Pezzella Giu.,Empoli,2,5,-3,2,5,-3,5,5
2104,D,Dd;E,Bereszynski,Empoli,2,3,-1,2,3,-1,7,7
2174,D,Dd;Ds;E,Venuti,Lecce,2,4,-2,2,5,-3,7,7
2181,D,Dc,Palomino,Atalanta,2,7,-5,2,7,-5,8,8
2633,D,Dc,Kjaer,Milan,2,4,-2,2,4,-2,12,13
4378,D,Ds;Dc,Ranieri L.,Fiorentina,2,5,-3,3,6,-3,10,10
4657,D,Dd;E,Celik,Roma,2,3,-1,2,3,-1,7,5
5406,D,Dd;E,Di Pardo,Cagliari,2,2,0,2,2,0,3,3
5527,D,Dd;E,Zanoli,Napoli,2,4,-2,2,4,-2,6,6
5554,D,Dd;Dc,Daniliuc,Salernitana,2,3,-1,2,3,-1,4,5
5747,D,Dc,Tressoldi,Sassuolo,2,5,-3,2,5,-3,7,7
5748,D,Dd;E,Hefti,Genoa,2,3,-1,2,3,-1,4,4
5856,D,Dd;E,Sambia,Salernitana,2,4,-2,2,4,-2,5,5
6023,D,Dc,Guessand A.,Udinese,2,1,1,2,1,1,1,1
6189,D,Dd;E,Missori,Sassuolo,2,1,1,2,1,1,1,1
6465,D,Ds;Dc,Touba,Lecce,2,3,-1,2,3,-1,5,5
6485,D,Dc,Kristensen T.,Udinese,2,2,0,2,2,0,9,9
49,D,Ds;Dc,Masina,Udinese,1,6,-5,2,7,-5,7,8
139,D,Dc,Dermaku,Lecce,1,1,0,1,1,0,1,1
144,D,Dc,Tonelli,Empoli,1,1,0,1,1,0,2,2
358,D,Dd;Ds;E,De Sciglio,Juventus,1,3,-2,1,3,-2,6,6
454,D,Dc,Capradossi,Cagliari,1,1,0,1,1,0,1,1
2446,D,Dd;Dc,Donati,Monza,1,1,0,1,1,0,3,3
2737,D,Dc,Bettella,Monza,1,1,0,1,1,0,1,1
2758,D,Dc,Gunter,Verona,1,4,-3,1,4,-3,4,4
2869,D,Dc,Djidji,Torino,1,6,-5,1,6,-5,7,7
4495,D,Dc,Kumbulla,Roma,1,3,-2,1,3,-2,3,3
4891,D,Dc,Soumaoro,Bologna,1,4,-3,1,4,-3,5,5
5424,D,Dd;Dc,Amey,Bologna,1,1,0,1,1,0,1,2
5686,D,E,Soppy,Torino,1,2,-1,1,2,-1,3,3
5757,D,Dc,Cittadini,Monza,1,3,-2,1,3,-2,4,4
5764,D,Dc,Coppola D.,Verona,1,2,-1,1,2,-1,2,2
5833,D,Dc,Gila,Lazio,1,1,0,1,1,0,2,2
5994,D,Ds;Dc,Ebosse,Udinese,1,3,-2,1,4,-3,3,4
6028,D,Dd;Dc,Bronn,Salernitana,1,2,-1,1,2,-1,3,3
6039,D,Ds;Dc,Cabal,Verona,1,3,-2,2,4,-2,4,5
6047,D,Dd;E,Ehizibue,Udinese,1,5,-4,1,5,-4,6,6
6056,D,Dc,Guarino,Empoli,1,1,0,1,1,0,2,2
6149,D,Ds;E,Carboni F.,Monza,1,1,0,1,1,0,1,1
6217,D,Dc,Bisseck,Inter,1,4,-3,1,4,-3,6,6
6223,D,Dc,Smajlovic,Lecce,1,1,0,1,1,0,1,1
6244,D,Dc,Matturro,Genoa,1,1,0,1,1,0,2,2
6245,D,Dd;Dc,Vogliacco,Genoa,1,5,-4,1,6,-5,4,4
6253,D,Dc,N'guessan,Torino,1,1,0,1,1,0,1,1
6407,D,Dd;Ds;E,Corazza,Bologna,1,1,0,1,1,0,5,8
6411,D,Dc,Mateus Lusuardi,Frosinone,1,1,0,1,1,0,1,1
6430,D,Dc,Kalaj,Frosinone,1,1,0,1,1,0,1,1
6432,D,Dd;Ds;E,Pierozzi,Fiorentina,1,1,0,1,2,-1,2,3
6433,D,Dc,Huijsen,Juventus,1,1,0,1,1,0,1,1
6444,D,Dc,Bonfanti,Atalanta,1,1,0,1,1,0,1,1
6460,D,Dc,Pellegrino,Milan,1,1,0,1,1,0,1,1
6495,D,Dc,Comuzzo,Fiorentina,1,1,0,1,1,0,1,1
6496,D,Ds;E,Bartesaghi,Milan,1,1,0,1,1,0,1,1
2194,C,M;C,Calhanoglu,Inter,26,16,10,28,18,10,95,120
5685,C,C;T,Koopmeiners,Atalanta,26,24,2,26,24,2,108,108
536,C,W,Politano,Napoli,25,14,11,25,13,12,102,102
5800,C,T;A,Gudmundsson A.,Genoa,25,14,11,24,13,11,100,100
367,C,C;T,Bonaventura,Fiorentina,24,14,10,24,14,10,80,80
2423,C,T;A,Pulisic,Milan,24,18,6,24,17,7,123,123
5858,C,C;T,Ferguson,Bologna,24,17,7,23,18,5,85,85
152,C,C;T,Zielinski,Napoli,23,20,3,23,20,3,75,75
2167,C,W,Orsolini,Bologna,23,21,2,23,20,3,87,87
5878,C,C;T,Colpani,Monza,23,9,14,23,9,14,105,105
2085,C,C;T,Luis Alberto,Lazio,22,21,1,22,22,0,84,91
2529,C,C;T,Mkhitaryan,Inter,22,13,9,22,13,9,70,70
5119,C,C;T,Samardzic,Udinese,21,16,5,21,16,5,55,55
5792,C,C;T,Ederson D.s.,Atalanta,20,10,10,20,10,10,65,65
332,C,W,Candreva,Salernitana,19,15,4,19,14,5,60,55
335,C,W;A,Felipe Anderson,Lazio,18,23,-5,18,23,-5,82,82
632,C,W;A,Zaccagni,Lazio,18,28,-10,18,28,-10,91,91
779,C,M;C,Cristante,Roma,18,9,9,18,10,8,30,40
1870,C,C,Barella,Inter,15,20,-5,15,20,-5,50,50
2379,C,C,Rabiot,Juventus,15,22,-7,15,22,-7,68,68
4142,C,C;T,Aouar,Roma,15,15,0,15,15,0,38,38
6224,C,M;C,Reijnders,Milan,15,12,3,14,13,1,36,50
526,C,C,Duncan,Fiorentina,14,5,9,13,4,9,10,10
2848,C,C,Frattesi,Inter,14,17,-3,14,17,-3,33,33
4199,C,C,Loftus-Cheek,Milan,14,13,1,14,13,1,35,35
4342,C,C;T,Duda,Verona,14,6,8,14,6,8,19,19
4711,C,E;W,Kostic,Juventus,14,15,-1,14,15,-1,40,40
5791,C,E;M,Frendrup,Genoa,14,5,9,14,7,7,17,23
22,C,M;C,De Roon,Atalanta,13,11,2,13,12,1,30,35
302,C,C;W,Pereyra,Udinese,13,13,0,14,14,0,32,35
1976,C,M;C,Mazzitelli,Frosinone,13,4,9,13,5,8,29,34
4973,C,C,Mckennie,Juventus,13,8,5,12,7,5,34,34
5063,C,W,Radonjic,Torino,13,11,2,13,10,3,25,20
5451,C,T,Bajrami,Sassuolo,13,13,0,13,12,1,24,20
5823,C,T;A,Baldanzi,Empoli,13,15,-2,13,14,-1,39,35
181,C,M;C,Vecino,Lazio,12,6,6,12,7,5,17,20
801,C,M;C,Gagliardini,Monza,12,6,6,13,7,6,12,14
2077,C,T,Pasalic,Atalanta,12,14,-2,12,13,-1,28,23
2741,C,C;T,Pessina,Monza,12,14,-2,12,14,-2,41,41
4514,C,E;C,Nandez,Cagliari,12,7,5,12,8,4,21,24
5093,C,W;T,Reinier,Frosinone,12,8,4,12,8,4,37,42
5687,C,W;T,Vlasic,Torino,12,18,-6,12,19,-7,57,62
5995,C,T,De Ketelaere,Atalanta,12,7,5,12,7,5,60,55
26,C,W;T,Gomez,Monza,11,12,-1,10,11,-1,10,10
236,C,E;W,Lazovic,Verona,11,15,-4,11,15,-4,34,34
440,C,C,Viola,Cagliari,11,2,9,11,2,9,12,12
795,C,W;A,El Shaarawy,Roma,11,16,-5,11,15,-4,31,31
827,C,M;C,Locatelli,Juventus,11,12,-1,11,13,-2,29,32
1933,C,M;C,Mandragora,Fiorentina,11,9,2,12,10,2,15,16
4285,C,M;C,Arthur Melo,Fiorentina,11,7,4,11,8,3,18,18
4404,C,M;C,Thorsby,Genoa,11,9,2,11,11,0,15,20
4486,C,W,Strefezza,Lecce,11,18,-7,11,17,-6,47,47
4856,C,W;A,Chukwueze,Milan,11,19,-8,10,18,-8,30,25
5007,C,C,Ilic,Torino,11,12,-1,11,12,-1,34,34
5844,C,C;T,Thorstvedt,Sassuolo,11,6,5,11,6,5,20,20
5948,C,C;T,Kamada,Lazio,11,15,-4,11,15,-4,20,20
5949,C,W;T,Lindstrom,Napoli,11,15,-4,11,15,-4,30,25
6218,C,W;T;A,Oristanio,Cagliari,11,4,7,11,7,4,28,28
2543,C,C,Renato Sanches,Roma,10,13,-3,10,13,-3,24,24
4186,C,C;T,Guendouzi,Lazio,10,13,-3,10,12,-2,20,20
4947,C,M;C,Brescianini,Frosinone,10,5,5,10,6,4,15,18
468,C,M;C,Paredes,Roma,9,7,2,9,8,1,20,25
530,C,C;T,Pellegrini Lo.,Roma,9,16,-7,9,16,-7,40,40
4220,C,M;C,Zambo Anguissa,Napoli,9,14,-5,9,15,-6,25,31
4287,C,M;C,Lobotka,Napoli,9,13,-4,9,14,-5,30,40
4427,C,T,Malinovskyi,Genoa,9,17,-8,9,16,-7,45,40
4479,C,C;W;T,Elmas,Napoli,9,15,-6,10,17,-7,33,40
4890,C,M;C,Tameze,Torino,9,8,1,9,9,0,14,17
4970,C,W,Messias,Genoa,9,9,0,9,8,1,25,25
5784,C,C;W;T,Aebischer,Bologna,9,5,4,9,5,4,14,15
5850,C,C;T,Lovric,Udinese,9,15,-6,9,15,-6,29,29
5879,C,T;A,Vignato S.,Monza,9,1,8,9,1,8,30,30
5880,C,E;W,Ciurria,Monza,9,14,-5,9,15,-6,32,32
6061,C,W;T,Oudin,Lecce,9,6,3,8,5,3,14,10
6219,C,M;C,Boloca,Sassuolo,9,6,3,10,7,3,18,21
6222,C,C;T,Rafia,Lecce,9,3,6,9,3,6,25,25
470,C,M;C,Strootman,Genoa,8,6,2,8,7,1,8,9
1987,C,E;C,Jankto,Cagliari,8,7,1,8,8,0,14,18
4658,C,W,Ikone',Fiorentina,8,13,-5,7,12,-5,18,18
4662,C,E;W,Weah,Juventus,8,10,-2,8,10,-2,27,27
4965,C,M;C,Marin,Empoli,8,8,0,8,9,-1,14,16
5295,C,C,Musah,Milan,8,9,-1,8,9,-1,18,18
5453,C,M;C,Ricci S.,Torino,8,13,-5,8,14,-6,24,31
5511,C,C,Matheus Henrique,Sassuolo,8,9,-1,7,8,-1,9,8
5564,C,W;A,Ndoye,Bologna,8,12,-4,8,11,-3,25,25
5813,C,C;T,Miretti,Juventus,8,5,3,8,5,3,32,32
6252,C,C;T,Folorunsho,Verona,8,2,6,8,2,6,25,25
150,C,W;T,Saponara,Verona,7,11,-4,7,11,-4,10,10
333,C,M;C,Cataldi,Lazio,7,7,0,7,8,-1,12,14
788,C,M;C,Freuler,Bologna,7,7,0,7,8,-1,16,20
2183,C,W;T,Garritano,Frosinone,7,3,4,7,3,4,14,17
2392,C,M;C,Walace,Udinese,7,7,0,7,8,-1,12,15
4465,C,C;T,Fagioli,Juventus,7,13,-6,7,13,-6,10,10
4992,C,W;A,Gyasi,Empoli,7,8,-1,7,8,-1,13,13
5423,C,C,Bove,Roma,7,5,2,7,5,2,12,12
6480,C,W,Tchatchoua,Verona,7,4,3,7,3,4,9,9
6481,C,C;T,Payero,Udinese,7,5,2,7,5,2,10,10
6492,C,C;W;T,Ibrahimovic A.,Frosinone,7,1,6,7,1,6,20,25
303,C,C;T,Pogba,Juventus,6,12,-6,6,12,-6,10,10
2172,C,T,Barak,Fiorentina,6,12,-6,5,11,-6,14,10
5397,C,C;T,Kovalenko,Empoli,6,4,2,6,4,2,12,12
5499,C,M;C,Hongla,Verona,6,4,2,6,5,1,8,10
5798,C,M;C,Bohinen,Salernitana,6,4,2,6,4,2,8,8
5869,C,M;C,Blin,Lecce,6,6,0,6,6,0,5,6
6010,C,C;T,Fazzini,Empoli,6,6,0,6,6,0,12,12
6054,C,M;C,Moro N.,Bologna,6,6,0,6,6,0,12,14
6112,C,W,Iling Junior,Juventus,6,4,2,6,3,3,12,12
6175,C,M;C,Barrenechea,Frosinone,6,2,4,6,3,3,18,18
6232,C,M;C,Makoumbou,Cagliari,6,5,1,6,6,0,15,18
6394,C,M;C,Ramadani,Lecce,6,6,0,6,7,-1,11,16
148,C,M;C,Krunic,Milan,5,6,-1,5,7,-2,20,24
170,C,M;C,Badelj,Genoa,5,5,0,5,6,-1,7,8
2008,C,M;C,Linetty,Torino,5,5,0,5,6,-1,19,19
2117,C,C;T,Kastanos,Salernitana,5,7,-2,5,7,-2,13,13
4182,C,C;T,Klaassen,Inter,5,9,-4,5,9,-4,18,18
4364,C,C;T,Gaetano,Napoli,5,3,2,5,3,2,4,4
4459,C,M;C,Rovella,Lazio,5,5,0,6,6,0,16,23
5001,C,T;A,Miranchuk,Atalanta,5,10,-5,5,10,-5,14,14
